"No.","Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Price","Change","Volume"
1243,"HONE","HarborOne Bancorp, Inc.","Financial","Banks - Regional","USA",666.31,14.25,13.64,0.00%,159920
1244,"HOOK","HOOKIPA Pharma Inc.","Healthcare","Biotechnology","USA",71.21,,1.25,1.63%,988463
1245,"HOUR","Hour Loop, Inc.","Consumer Cyclical","Internet Retail","USA",86.20,46.85,2.53,6.75%,11171
1246,"HOV","Hovnanian Enterprises, Inc.","Consumer Cyclical","Residential Construction","USA",299.42,1.36,39.87,13.65%,164825
1247,"HOVNP","Hovnanian Enterprises, Inc. PFD DEP1/1000A","Consumer Cyclical","Residential Construction","USA",274.70,,17.35,2.97%,2534
1248,"HOWL","Werewolf Therapeutics, Inc.","Healthcare","Biotechnology","USA",105.13,,3.43,-0.58%,42186
1249,"HPCO","Hempacco Co., Inc.","Healthcare","Drug Manufacturers - Specialty & Generic","USA",45.39,,1.96,3.16%,185292
1250,"HPF","John Hancock Preferred Income Fund II","Financial","Closed-End Fund - Debt","USA",331.38,9.21,15.47,1.51%,23747
1251,"HPI","John Hancock Preferred Income Fund","Financial","Closed-End Fund - Debt","USA",405.39,9.69,15.40,0.13%,49006
1252,"HPLT","Home Plate Acquisition Corp.","Financial","Shell Companies","USA",246.99,23.15,9.86,0.20%,2
1253,"HPS","John Hancock Preferred Income Fund III","Financial","Closed-End Fund - Debt","USA",456.09,9.64,14.36,0.91%,28658
1254,"HQH","Tekla Healthcare Investors","Financial","Closed-End Fund - Equity","USA",849.95,,18.34,1.44%,155917
1255,"HQI","HireQuest, Inc.","Industrials","Staffing & Employment Services","USA",213.12,18.91,14.81,-2.24%,5637
1256,"HQL","Tekla Life Sciences Investors","Financial","Closed-End Fund - Equity","USA",357.55,,14.22,2.23%,57176
1257,"HROW","Harrow Health, Inc.","Healthcare","Drug Manufacturers - Specialty & Generic","USA",334.74,,11.77,3.88%,106941
1258,"HRTG","Heritage Insurance Holdings, Inc.","Financial","Insurance - Property & Casualty","USA",34.12,,1.39,0.00%,110547
1259,"HRZN","Horizon Technology Finance Corporation","Financial","Asset Management","USA",287.58,9.29,11.33,3.56%,111169
1260,"HSAQ","Health Sciences Acquisitions Corporation 2","Financial","Shell Companies","USA",111.94,,9.95,0.00%,1692
1261,"HSCS","Heart Test Laboratories, Inc.","Healthcare","Medical Devices","USA",18.38,,2.48,14.02%,324677
1262,"HSII","Heidrick & Struggles International, Inc.","Industrials","Staffing & Employment Services","USA",528.30,6.97,27.26,-4.65%,416032
1263,"HSON","Hudson Global, Inc.","Industrials","Staffing & Employment Services","USA",93.80,10.76,33.50,-3.49%,9128
1264,"HSTM","HealthStream, Inc.","Healthcare","Health Information Services","USA",702.12,100.13,22.93,5.33%,208457
1265,"HSTO","Histogen Inc.","Healthcare","Biotechnology","USA",3.30,,1.34,8.06%,65822
1266,"HT","Hersha Hospitality Trust","Real Estate","REIT - Hotel & Motel","USA",329.13,,8.52,3.02%,219853
1267,"HTBI","HomeTrust Bancshares, Inc.","Financial","Banks - Regional","USA",347.60,10.10,22.66,0.35%,33346
1268,"HTBK","Heritage Commerce Corp","Financial","Banks - Regional","USA",785.48,14.40,13.10,0.77%,135243
1269,"HTD","John Hancock Tax-Advantaged Dividend Income Fund","Financial","Closed-End Fund - Debt","USA",768.22,11.30,21.69,2.60%,47839
1270,"HTH","Hilltop Holdings Inc.","Financial","Banks - Regional","USA",1680.81,14.22,28.59,2.11%,411615
1271,"HTIBP","Healthcare Trust, Inc.","Real Estate","REIT - Healthcare Facilities","USA",31.06,,19.98,2.51%,1374
1272,"HTLD","Heartland Express, Inc.","Industrials","Trucking","USA",1149.09,8.41,14.73,0.68%,307926
1273,"HTOO","Fusion Fuel Green PLC","Utilities","Utilities - Renewable","Ireland",42.68,2.59,3.88,9.30%,106445
1274,"HTPA","Highland Transcend Partners I Corp.","Financial","Shell Companies","USA",374.97,37.92,10.01,0.00%,0
1275,"HTY","John Hancock Tax-Advantaged Global Shareholder Yield Fund","Financial","Closed-End Fund - Equity","USA",50.24,460.00,4.60,2.22%,63406
1276,"HUDAU","Hudson Acquisition I Corp.","Financial","Shell Companies","USA",64.03,,10.10,0.35%,237501
1277,"HUDI","Huadi International Group Co., Ltd.","Basic Materials","Steel","China",217.81,217.90,31.16,-5.58%,188654
1278,"HUGS","USHG Acquisition Corp.","Financial","Shell Companies","USA",352.84,,9.90,-0.20%,43283
1279,"HUMA","Humacyte, Inc.","Healthcare","Biotechnology","USA",367.39,13.42,3.61,6.80%,273753
1280,"HURC","Hurco Companies, Inc.","Industrials","Specialty Industrial Machinery","USA",160.63,18.90,25.06,-0.56%,9640
1281,"HUSA","Houston American Energy Corp.","Energy","Oil & Gas E&P","USA",37.82,,3.96,-0.75%,664443
1282,"HVT","Haverty Furniture Companies, Inc.","Consumer Cyclical","Home Improvement Retail","USA",430.99,5.33,26.72,3.41%,169224
1283,"HWBK","Hawthorn Bancshares, Inc.","Financial","Banks - Regional","USA",157.45,7.04,23.50,-1.26%,434
1284,"HY","Hyster-Yale Materials Handling, Inc.","Industrials","Farm & Heavy Construction Machinery","USA",436.58,,26.85,3.67%,31121
1285,"HYB","The New America High Income Fund Inc.","Financial","Closed-End Fund - Debt","USA",153.57,9.81,6.57,1.55%,42534
1286,"HYFM","Hydrofarm Holdings Group, Inc.","Industrials","Farm & Heavy Construction Machinery","USA",111.30,,2.49,17.45%,919659
1287,"HYI","Western Asset High Yield Defined Opportunity Fund Inc.","Financial","Asset Management","USA",261.96,18.35,11.56,0.35%,39321
1288,"HYW","Hywin Holdings Ltd.","Financial","Asset Management","China",141.90,5.39,6.01,-0.66%,15451
1289,"HZO","MarineMax, Inc.","Consumer Cyclical","Specialty Retail","USA",621.30,3.41,29.21,1.99%,401479
1290,"HZON","Horizon Acquisition Corporation II","Financial","Shell Companies","USA",651.74,27.69,9.97,0.20%,1447
1291,"IACC","ION Acquisition Corp 3 Ltd.","Financial","Shell Companies","Israel",324.12,,10.01,0.00%,514930
1292,"IAE","Voya Asia Pacific High Dividend Equity Income Fund","Financial","Closed-End Fund - Foreign","USA",66.13,,5.56,1.09%,24629
1293,"IAF","Abrdn Australia Equity Fund Inc","Financial","Asset Management","Australia",98.98,81.20,4.06,2.27%,66462
1294,"IAS","Integral Ad Science Holding Corp.","Communication Services","Advertising Agencies","USA",1283.73,,8.05,6.20%,280645
1295,"IBCP","Independent Bank Corporation","Financial","Banks - Regional","USA",452.99,7.94,21.99,5.22%,110670
1296,"IBER","Ibere Pharmaceuticals","Financial","Shell Companies","USA",171.29,24.04,9.93,0.00%,0
1297,"IBEX","IBEX Limited","Technology","Information Technology Services","USA",347.13,16.00,19.69,-0.46%,32402
1298,"IBIO","iBio, Inc.","Healthcare","Biotechnology","USA",18.87,,2.12,4.95%,447113
1299,"ICAD","iCAD, Inc.","Healthcare","Health Information Services","USA",44.77,,1.89,-2.07%,41430
1300,"ICCC","ImmuCell Corporation","Healthcare","Biotechnology","USA",61.77,227.14,7.95,2.32%,7027
1301,"ICCM","IceCure Medical Ltd","Healthcare","Medical Devices","Israel",44.20,,1.20,-4.00%,109371
1302,"ICD","Independence Contract Drilling, Inc.","Energy","Oil & Gas Drilling","USA",45.76,,3.41,3.02%,44137
1303,"ICHR","Ichor Holdings, Ltd.","Technology","Semiconductor Equipment & Materials","USA",649.28,11.12,24.11,4.06%,118466
1304,"ICMB","Investcorp Credit Management BDC, Inc.","Financial","Asset Management","USA",51.70,20.28,3.65,-0.54%,52367
1305,"ICNC","Iconic Sports Acquisition Corp.","Financial","Shell Companies","United Kingdom",439.39,15.39,10.19,0.00%,0
1306,"ICPT","Intercept Pharmaceuticals, Inc.","Healthcare","Biotechnology","USA",565.60,,14.00,4.71%,798154
1307,"ICVX","Icosavax, Inc.","Healthcare","Biotechnology","USA",127.17,,3.14,2.95%,30972
1308,"ID","PARTS iD, Inc.","Consumer Cyclical","Auto Parts","USA",50.60,,1.38,0.00%,5152
1309,"IDBA","IDEX Biometrics ASA","Technology","Software - Application","Norway",62.63,,5.09,0.79%,12
1310,"IDE","Voya Infrastructure, Industrials and Materials Fund","Financial","Closed-End Fund - Equity","USA",146.98,7.83,8.93,1.59%,22025
1311,"IDN","Intellicheck, Inc.","Technology","Software - Application","USA",43.10,,2.31,6.45%,22043
1312,"IDT","IDT Corporation","Communication Services","Telecom Services","USA",645.89,24.11,25.32,1.44%,141744
1313,"IDW","IDW Media Holdings, Inc.","Communication Services","Publishing","USA",19.56,,1.46,0.65%,805
1314,"IDYA","IDEAYA Biosciences, Inc.","Healthcare","Biotechnology","USA",745.99,,16.32,0.93%,272212
1315,"IE","Ivanhoe Electric Inc.","Basic Materials","Copper","Canada",820.32,,9.43,3.51%,110859
1316,"IESC","IES Holdings, Inc.","Industrials","Engineering & Construction","USA",632.64,16.74,32.51,0.43%,21385
1317,"IFN","The India Fund, Inc.","Financial","Asset Management","Singapore",448.13,6.92,16.18,1.44%,319779
1318,"IFRX","InflaRx N.V.","Healthcare","Biotechnology","Germany",109.17,,2.54,3.67%,25317
1319,"IGA","Voya Global Advantage and Premium Opportunity Fund","Financial","Closed-End Fund - Foreign","USA",138.03,,8.46,0.48%,51498
1320,"IGAC","IG Acquisition Corp.","Financial","Shell Companies","USA",375.48,18.11,10.01,0.01%,249
1321,"IGI","Western Asset Investment Grade Defined Opportunity Trust Inc.","Financial","Asset Management","USA",168.69,,15.55,0.84%,25517
1322,"IGIC","International General Insurance Holdings Ltd.","Financial","Insurance - Diversified","Bermuda",384.19,5.74,7.69,1.72%,10929
1323,"IGMS","IGM Biosciences, Inc.","Healthcare","Biotechnology","USA",787.95,,19.36,-1.53%,112508
1324,"IGTA","Inception Growth Acquisition Limited","Financial","Shell Companies","USA",129.51,,9.97,0.00%,144477
1325,"IH","iHuman Inc.","Consumer Defensive","Education & Training Services","China",88.97,,1.57,8.28%,15914
1326,"IHD","Voya Emerging Markets High Dividend Equity Fund","Financial","Asset Management","USA",90.16,,4.76,1.71%,30228
1327,"IHIT","Invesco High Income 2023 Target Term Fund","Financial","Asset Management","USA",196.74,,8.15,0.49%,77123
1328,"IHT","InnSuites Hospitality Trust","Real Estate","REIT - Hotel & Motel","USA",17.97,25.58,1.97,1.55%,6857
1329,"IIF","Morgan Stanley India Investment Fund, Inc.","Financial","Closed-End Fund - Foreign","USA",257.07,21.04,23.92,0.50%,22229
1330,"III","Information Services Group, Inc.","Technology","Information Technology Services","USA",244.11,15.10,5.27,6.25%,116374
1331,"IIII","INSU Acquisition Corp. III","Financial","Shell Companies","USA",341.20,43.48,10.00,0.10%,13790
1332,"IIIN","Insteel Industries, Inc.","Industrials","Metal Fabrication","USA",512.53,3.97,25.26,-2.09%,141025
1333,"IIIV","i3 Verticals, Inc.","Technology","Software - Infrastructure","USA",682.84,,21.65,3.79%,116054
1334,"IIM","Invesco Value Municipal Income Trust","Financial","Closed-End Fund - Debt","USA",515.87,26.28,10.96,0.00%,138146
1335,"IINN","Inspira Technologies Oxy B.H.N. Ltd.","Healthcare","Medical Devices","Israel",13.77,,1.40,10.04%,60096
1336,"IKNA","Ikena Oncology, Inc.","Healthcare","Biotechnology","USA",105.19,,2.87,2.87%,9285
1337,"ILAG","Intelligent Living Application Group Inc.","Industrials","Building Products & Equipment","Hong Kong",46.94,,2.99,10.74%,904010
1338,"ILPT","Industrial Logistics Properties Trust","Real Estate","REIT - Industrial","USA",338.74,,5.26,3.34%,988920
1339,"IMAQ","International Media Acquisition Corp.","Financial","Shell Companies","USA",88.41,,10.15,-0.09%,438
1340,"IMAX","IMAX Corporation","Communication Services","Entertainment","Canada",747.10,,13.51,-0.37%,785569
1341,"IMGO","Imago BioSciences, Inc.","Healthcare","Biotechnology","USA",542.06,,15.99,1.01%,58846
1342,"IMMR","Immersion Corporation","Technology","Software - Application","USA",176.47,21.93,5.46,1.68%,170379
1343,"IMMX","Immix Biopharma, Inc.","Healthcare","Biotechnology","USA",14.68,,1.09,-1.80%,132324
1344,"IMNM","Immunome, Inc.","Healthcare","Biotechnology","USA",54.47,,4.38,-0.57%,10327
1345,"IMNN","Imunon, Inc.","Healthcare","Biotechnology","USA",10.37,,1.50,-1.32%,81609
1346,"IMOS","ChipMOS TECHNOLOGIES INC.","Technology","Semiconductors","Taiwan",707.23,4.30,19.44,0.21%,32859
1347,"IMPL","Impel Pharmaceuticals Inc.","Healthcare","Biotechnology","USA",97.56,,4.12,5.37%,92609
1348,"IMRA","IMARA Inc.","Healthcare","Biotechnology","USA",122.51,,4.30,-4.87%,289611
1349,"IMRN","Immuron Limited","Healthcare","Biotechnology","Australia",11.83,,1.92,0.52%,11526
1350,"IMRX","Immuneering Corporation","Healthcare","Biotechnology","USA",351.92,,13.27,1.76%,34482
1351,"IMTX","Immatics N.V.","Healthcare","Biotechnology","Germany",864.16,26.67,11.39,4.88%,331442
1352,"IMUX","Immunic, Inc.","Healthcare","Biotechnology","USA",229.82,,1.70,0.00%,4361265
1353,"IMVT","Immunovant, Inc.","Healthcare","Biotechnology","USA",1262.08,,10.28,-4.10%,1242914
1354,"IMXI","International Money Express, Inc.","Technology","Information Technology Services","USA",966.65,19.89,26.52,-0.56%,488730
1355,"INAB","IN8bio, Inc.","Healthcare","Biotechnology","USA",45.95,,1.70,5.59%,45258
1356,"INBK","First Internet Bancorp","Financial","Banks - Regional","USA",244.39,5.63,23.96,0.25%,70822
1357,"INBX","Inhibrx, Inc.","Healthcare","Biotechnology","USA",1146.84,,31.36,1.55%,469862
1358,"INCR","InterCure Ltd.","Healthcare","Drug Manufacturers - Specialty & Generic","Israel",215.07,,4.78,2.58%,12490
1359,"INDO","Indonesia Energy Corporation Limited","Energy","Oil & Gas E&P","Indonesia",64.42,,7.01,6.53%,674299
1360,"INDP","Indaptus Therapeutics, Inc.","Healthcare","Biotechnology","USA",15.17,,1.85,-1.60%,4345
1361,"INFU","InfuSystem Holdings, Inc.","Healthcare","Medical Instruments & Supplies","USA",161.76,,7.86,4.24%,43560
1362,"INGN","Inogen, Inc.","Healthcare","Medical Devices","USA",498.78,,21.80,5.57%,270838
1363,"INKT","MiNK Therapeutics, Inc.","Healthcare","Biotechnology","USA",72.19,,2.05,-1.68%,22660
1364,"INLX","Intellinetics, Inc.","Technology","Software - Application","USA",15.39,762.00,3.81,-4.39%,3522
1365,"INM","InMed Pharmaceuticals Inc.","Healthcare","Biotechnology","Canada",2.12,,3.29,-15.42%,677479
1366,"INMB","INmune Bio, Inc.","Healthcare","Biotechnology","USA",131.72,,7.94,5.73%,44007
1367,"INNV","InnovAge Holding Corp.","Healthcare","Medical Care Facilities","USA",751.09,,5.73,3.62%,79104
1368,"INOD","Innodata Inc.","Technology","Information Technology Services","USA",95.45,,3.42,1.18%,8946
1369,"INPX","Inpixon","Technology","Software - Application","USA",8.73,,3.67,5.16%,301970
1370,"INSE","Inspired Entertainment, Inc.","Communication Services","Electronic Gaming & Multimedia","USA",252.49,8.06,9.89,3.13%,173835
1371,"INSI","Insight Select Income Fund","Financial","Asset Management","USA",157.22,11.03,14.68,0.31%,4944
1372,"INT","World Fuel Services Corporation","Energy","Oil & Gas Refining & Marketing","USA",1639.36,19.68,27.46,0.00%,259883
1373,"INTA","Intapp, Inc.","Technology","Software - Application","USA",1367.46,,22.07,2.65%,40661
1374,"INTE","Integral Acquisition Corporation 1","Financial","Shell Companies","USA",142.98,,9.95,-0.10%,917
1375,"INTT","inTEST Corporation","Technology","Semiconductors","USA",89.46,17.02,8.17,6.94%,45006
1376,"INTZ","Intrusion Inc.","Technology","Software - Infrastructure","USA",97.54,,5.12,-1.16%,28782
1377,"INVE","Identiv, Inc.","Technology","Computer Hardware","USA",265.39,,11.96,1.96%,148490
1378,"INVO","INVO Bioscience, Inc.","Healthcare","Medical Devices","USA",14.14,,1.18,-1.26%,9722
1379,"INZY","Inozyme Pharma, Inc.","Healthcare","Biotechnology","USA",97.55,,2.21,-1.78%,114358
1380,"IOBT","IO Biotech, Inc.","Healthcare","Biotechnology","Denmark",72.45,,2.45,4.70%,10674
1381,"IOR","Income Opportunity Realty Investors, Inc.","Financial","Mortgage Finance","USA",50.35,17.64,12.28,3.87%,112
1382,"IPA","ImmunoPrecise Antibodies Ltd.","Healthcare","Biotechnology","Canada",173.85,,5.24,-6.27%,17329
1383,"IPHA","Innate Pharma S.A.","Healthcare","Biotechnology","France",172.18,,2.22,3.18%,3353
1384,"IPSC","Century Therapeutics, Inc.","Healthcare","Biotechnology","USA",586.45,,10.45,-0.10%,76967
1385,"IPWR","Ideal Power Inc.","Industrials","Specialty Industrial Machinery","USA",64.83,,11.66,1.39%,8489
1386,"IQI","Invesco Quality Municipal Income Trust","Financial","Closed-End Fund - Debt","USA",46.54,24.65,8.80,-0.45%,267989
1387,"IQMD","Intelligent Medicine Acquisition Corp.","Financial","Shell Companies","USA",261.34,13.23,10.11,-0.05%,944
1388,"IQMDU","Intelligent Medicine Acquisition Corp.","Financial","Shell Companies","USA",262.11,,10.12,0.00%,100
1389,"IREN","Iris Energy Limited","Financial","Capital Markets","Australia",190.72,,3.39,16.49%,480148
1390,"IRIX","IRIDEX Corporation","Healthcare","Medical Devices","USA",38.72,,2.39,-1.24%,8634
1391,"IRL","The New Ireland Fund, Inc.","Financial","Closed-End Fund - Foreign","USA",26.84,,7.40,3.21%,5094
1392,"IRMD","IRadimed Corporation","Healthcare","Medical Devices","USA",354.31,29.42,28.39,-1.76%,28106
1393,"IROQ","IF Bancorp, Inc.","Financial","Banks - Regional","USA",62.56,10.15,18.73,2.07%,2030
1394,"IRRX","Integrated Rail and Resources Acquisition Corp.","Financial","Shell Companies","USA",233.72,,10.11,-0.08%,8121
1395,"ISAA","Iron Spark I Inc.","Financial","Shell Companies","USA",218.64,,9.92,0.00%,44775
1396,"ISD","PGIM High Yield Bond Fund, Inc.","Financial","Closed-End Fund - Debt","USA",391.43,,11.77,1.12%,155668
1397,"ISDR","Issuer Direct Corporation","Technology","Information Technology Services","USA",71.60,25.63,20.17,-0.35%,1541
1398,"ISIG","Insignia Systems, Inc.","Communication Services","Advertising Agencies","USA",10.39,,5.87,2.98%,1299
1399,"ISO","IsoPlexis Corporation","Healthcare","Medical Devices","USA",68.96,,1.80,2.86%,22965
1400,"ISPC","iSpecimen Inc.","Healthcare","Diagnostics & Research","USA",14.10,,1.61,5.23%,10253
1401,"ISPO","Inspirato Incorporated","Consumer Cyclical","Leisure","USA",259.05,,2.14,-1.83%,144170
1402,"ISSC","Innovative Solutions and Support, Inc.","Industrials","Aerospace & Defense","USA",154.92,28.92,9.14,2.93%,21364
1403,"ISTR","Investar Holding Corporation","Financial","Banks - Regional","USA",220.99,13.53,21.56,6.73%,1751
1404,"ISUN","iSun, Inc.","Technology","Solar","USA",29.35,,2.02,5.21%,157291
1405,"ITAQ","Industrial Tech Acquisitions II, Inc.","Financial","Shell Companies","USA",216.35,,10.03,0.00%,748
1406,"ITI","Iteris, Inc.","Technology","Communication Equipment","USA",120.93,,2.85,1.79%,7029
1407,"ITOS","iTeos Therapeutics, Inc.","Healthcare","Biotechnology","USA",644.20,2.21,19.11,2.14%,249782
1408,"ITRM","Iterum Therapeutics plc","Healthcare","Biotechnology","Ireland",22.77,,1.82,1.74%,24020
1409,"ITRN","Ituran Location and Control Ltd.","Technology","Communication Equipment","Israel",471.08,14.23,23.72,1.24%,10657
1410,"IVA","Inventiva S.A.","Healthcare","Biotechnology","France",243.70,,5.94,0.71%,13229
1411,"IVAC","Intevac, Inc.","Industrials","Aerospace & Defense","USA",113.08,,4.57,1.00%,20984
1412,"IVH","Delaware Ivy High Income Opportunities Fund","Financial","Asset Management","USA",169.18,,10.21,0.89%,84668
1413,"IVR","Invesco Mortgage Capital Inc.","Real Estate","REIT - Mortgage","USA",363.94,,11.25,5.24%,994462
1414,"IXHL","Incannex Healthcare Limited","Healthcare","Drug Manufacturers - Specialty & Generic","Australia",284.99,,4.15,9.21%,2761
1415,"JAKK","JAKKS Pacific, Inc.","Consumer Cyclical","Leisure","USA",187.86,3.40,19.63,1.60%,85910
1416,"JAN","JanOne Inc.","Industrials","Waste Management","USA",6.50,,2.19,12.89%,69081
1417,"JANX","Janux Therapeutics, Inc.","Healthcare","Biotechnology","USA",645.37,,17.21,4.30%,27698
1418,"JCE","Nuveen Core Equity Alpha Fund","Financial","Closed-End Fund - Equity","USA",211.54,3.33,13.17,6.38%,36214
1419,"JCIC","Jack Creek Investment Corp.","Financial","Shell Companies","USA",429.14,25.98,9.95,-0.10%,10315
1420,"JCTCF","Jewett-Cameron Trading Company Ltd.","Basic Materials","Lumber & Wood Production","USA",18.67,9.45,5.35,0.56%,3888
1421,"JEQ","Abrdn Japan Equity Fund Inc","Financial","Closed-End Fund - Foreign","USA",69.99,3.92,5.22,1.36%,16293
1422,"JFBR","Jeffs' Brands Ltd","Consumer Cyclical","Internet Retail","Israel",6.84,,1.08,-3.57%,68870
1423,"JFIN","Jiayin Group Inc.","Communication Services","Internet Content & Information","China",122.64,1.37,2.28,2.70%,10373
1424,"JFR","Nuveen Floating Rate Income Fund","Financial","Closed-End Fund - Debt","USA",450.23,9.31,7.91,-1.37%,410782
1425,"JGGC","Jaguar Global Growth Corporation I","Financial","Shell Companies","USA",307.93,223.11,10.04,0.00%,195930
1426,"JGH","Nuveen Global High Income Fund","Financial","Asset Management","USA",257.96,11.59,11.13,1.27%,19680
1427,"JHI","John Hancock Investors Trust","Financial","Closed-End Fund - Debt","USA",105.98,4.11,12.12,1.08%,26850
1428,"JHS","John Hancock Income Securities Trust","Financial","Closed-End Fund - Debt","USA",120.19,12.43,10.32,1.47%,15591
1429,"JILL","J.Jill, Inc.","Consumer Cyclical","Apparel Retail","USA",196.29,4.14,19.32,-2.52%,22876
1430,"JLS","Nuveen Mortgage and Income Fund","Financial","Asset Management","USA",86.15,15.86,15.70,0.71%,11095
1431,"JMM","Nuveen Multi-Market Income Fund","Financial","Asset Management","USA",52.42,,5.54,0.73%,11381
1432,"JNCE","Jounce Therapeutics, Inc.","Healthcare","Biotechnology","USA",112.10,,2.18,14.74%,328472
1433,"JOAN","JOANN Inc.","Consumer Cyclical","Specialty Retail","USA",192.42,,4.75,3.26%,234149
1434,"JOF","Japan Smaller Capitalization Fund, Inc.","Financial","Closed-End Fund - Foreign","USA",162.35,,5.73,1.24%,73679
1435,"JOFFU","JOFF Fintech Acquisition Corp.","Financial","Shell Companies","USA",514.65,64.61,9.95,0.12%,1900
1436,"JPI","Nuveen Preferred and Income Term Fund","Financial","Closed-End Fund - Debt","USA",406.72,13.95,17.86,1.30%,38632
1437,"JRI","Nuveen Real Asset Income and Growth Fund","Financial","Closed-End Fund - Equity","USA",321.86,4.08,11.14,2.67%,82463
1438,"JRO","Nuveen Floating Rate Income Opportunity Fund","Financial","Closed-End Fund - Debt","USA",318.25,9.24,7.85,-0.38%,239179
1439,"JRS","Nuveen Real Estate Income Fund","Financial","Asset Management","USA",221.89,1.77,7.68,4.21%,82280
1440,"JRSH","Jerash Holdings (US), Inc.","Consumer Cyclical","Apparel Manufacturing","USA",51.11,6.25,4.05,1.00%,9722
1441,"JRVR","James River Group Holdings, Ltd.","Financial","Insurance - Specialty","Bermuda",836.30,,22.95,2.09%,109363
1442,"JSD","Nuveen Short Duration Credit Opportunities Fund","Financial","Asset Management","USA",117.60,8.90,11.66,0.09%,27167
1443,"JT","Jianpu Technology Inc.","Financial","Credit Services","China",34.72,,1.63,3.82%,55141
1444,"JUN","Juniper II Corp.","Financial","Shell Companies","USA",374.22,32.36,10.03,0.10%,228945
1445,"JVA","Coffee Holding Co., Inc.","Consumer Defensive","Packaged Foods","USA",13.02,32.32,2.23,-0.45%,14650
1446,"JWEL","Jowell Global Ltd.","Consumer Cyclical","Internet Retail","China",47.52,,1.46,8.96%,51650
1447,"JYAC","Jiya Acquisition Corp.","Financial","Shell Companies","USA",134.67,,10.02,0.10%,6264
1448,"JYNT","The Joint Corp.","Healthcare","Medical Care Facilities","USA",240.63,148.50,16.78,8.26%,114967
1449,"JZ","Jianzhi Education Technology Gr","Consumer Defensive","Education & Training Services","China",8.85,16.09,1.77,3.51%,151763
1450,"KAIIU","Kismet Acquisition Two Corp.","Financial","Shell Companies","USA",291.33,36.58,9.95,0.00%,0
1451,"KAIR","Kairos Acquisition Corp.","Financial","Shell Companies","USA",344.87,22.79,10.01,0.00%,900
1452,"KALA","Kala Pharmaceuticals, Inc.","Healthcare","Biotechnology","USA",12.63,,6.90,2.07%,34239
1453,"KALV","KalVista Pharmaceuticals, Inc.","Healthcare","Biotechnology","USA",110.99,,4.51,5.62%,330562
1454,"KAMN","Kaman Corporation","Industrials","Aerospace & Defense","USA",904.88,29.02,33.17,-0.33%,82891
1455,"KARO","Karooooo Ltd.","Technology","Software - Application","Singapore",749.39,14.53,23.79,1.28%,3860
1456,"KAVL","Kaival Brands Innovations Group, Inc.","Consumer Defensive","Tobacco","USA",67.99,,1.16,0.00%,176461
1457,"KBAL","Kimball International, Inc.","Consumer Cyclical","Furnishings, Fixtures & Appliances","USA",251.37,,6.94,2.36%,79622
1458,"KBNT","Kubient, Inc.","Technology","Software - Application","USA",16.98,,1.17,8.84%,7604
1459,"KCGI","Kensington Capital Acquisition Corp. V","Financial","Shell Companies","USA",346.41,41.30,10.03,0.10%,43819
1460,"KDNY","Chinook Therapeutics, Inc.","Healthcare","Biotechnology","USA",1336.26,,21.82,5.26%,689623
1461,"KE","Kimball Electronics, Inc.","Industrials","Electrical Equipment & Parts","USA",477.09,12.34,19.69,1.97%,29936
1462,"KELYA","Kelly Services, Inc.","Industrials","Staffing & Employment Services","USA",574.02,10.31,15.41,1.52%,121223
1463,"KEN","Kenon Holdings Ltd.","Utilities","Utilities - Regulated Electric","Singapore",1980.72,1.39,38.12,0.45%,17900
1464,"KEQU","Kewaunee Scientific Corporation","Consumer Cyclical","Furnishings, Fixtures & Appliances","USA",49.36,,17.20,-0.58%,1325
1465,"KF","The Korea Fund, Inc.","Financial","Closed-End Fund - Foreign","USA",100.02,13.69,19.99,1.83%,6687
1466,"KFFB","Kentucky First Federal Bancorp","Financial","Banks - Regional","USA",57.19,36.08,7.00,-0.28%,155
1467,"KFS","Kingsway Financial Services Inc.","Consumer Cyclical","Auto & Truck Dealerships","USA",158.66,,6.50,-1.44%,7337
1468,"KIIIU","Kismet Acquisition Three Corp.","Financial","Shell Companies","USA",362.55,44.53,9.93,0.00%,0
1469,"KINS","Kingstone Companies, Inc.","Financial","Insurance - Property & Casualty","USA",25.92,,2.45,-5.41%,39437
1470,"KINZ","KINS Technology Group Inc.","Financial","Shell Companies","USA",78.85,10.75,10.07,0.10%,577
1471,"KIO","KKR Income Opportunities Fund","Financial","Closed-End Fund - Debt","USA",244.40,3.44,10.94,1.39%,67229
1472,"KIRK","Kirkland's, Inc.","Consumer Cyclical","Specialty Retail","USA",47.73,,3.72,9.41%,502998
1473,"KITT","Nauticus Robotics, Inc.","Industrials","Aerospace & Defense","USA",162.25,,3.26,-1.81%,70465
1474,"KLXE","KLX Energy Services Holdings, Inc.","Energy","Oil & Gas Equipment & Services","USA",154.62,,13.72,6.77%,296371
1475,"KMDA","Kamada Ltd.","Healthcare","Drug Manufacturers - Specialty & Generic","Israel",211.10,,4.71,-0.21%,8944
1476,"KMF","Kayne Anderson NextGen Energy & Infrastructure, Inc.","Financial","Closed-End Fund - Equity","USA",352.09,3.11,7.46,1.91%,79439
1477,"KMPH","KemPharm, Inc.","Healthcare","Biotechnology","USA",190.41,,5.64,1.44%,76748
1478,"KNOP","KNOT Offshore Partners LP","Industrials","Marine Shipping","United Kingdom",516.64,8.53,15.39,-1.54%,365920
